text,label
REstaURant near DelHi SERVEs piZZAaa 🍕 thAT tASTes beTtER tHAn DomInoS lOL,food
DeBate IN PaRlIamEnt was nOIsY Af LoL WiTh BiDEN SHouTINg agaiN 🤔,politics
nEW MOViE STarrInG Deepika got MixED reviews BuT Box OFfICe stIll hUgE,entertainment
new mOvIe sTARrINg tom cRuisE Got MIXED ReViEWS bUT Box OFfIcE sTIlL hUGe,entertainment
tHE PriMe MInISTer annoUNceD new poLicY about hEaLtHCArE buT Ppl aRGUe IT'S JUsT fAkE pROmiseS 🤔🔥,politics
CODInG Life IS tOUGh SMH iDK Why tHis laPtoP stILl crASHEs...😎,tech
SoFtwaRe UPDaTE haD BUGZZZ agAin 😂 USers oN TwitTEr mAd,tech
the foOtbALl mATCh BETWEEN austRAliA AnD AuStRalIA WAS INTeNsE wITh faNs sHOUTING LOL 😂🔥,sports
CRicKet comMeNtARy fELT BiASEd SMh buT still WHatTA gAme BY KOHLi,sports
opeNAI LaunChEs neW aI ModEL BUT pPl CoMPlAIN aBOut DaTA prIVacy iSSUes 🤔,tech
awARD cErEMONY wAS BORIng smH OnLY HiGhLIght wAs rIHanNa OUtFIt???,entertainment
DEBaTE in PArlIAmEnT WaS NoISy Af lOL WIth truMP shOutinG again,politics
meSsi ScoreD A LASt mInuTe GoAl!!! ppL wenT crAzy IN THE stadiUm!!!,sports
MAde CurRy WITH muSHRoOMS and it tuRNeD OuT FiREEE 🔥🔥🔥!!!,food
new moVIe STarrIng dEePIkA got MIXED rEVIewS BuT boX OfFiCe StIll hUge!!!,entertainment
the PrIMe minIStER AnnoUNCed nEw PoLiCY aBoUT healTHCaRE BUt PpL ARgUe IT'S juSt FAkE pROMiseS 🤔🙄???,politics
SOFTWaRE UpDATe HaD BuGZZZ aGaiN 😂 USeRS ON tWiTtEr mAd 😂,tech
sOFTwaRE uPdate HAd BUgzzz AgaiN 😂 uSeRs On TWiTTer maD🙄,tech
The FooTBAlL MAtCH beTwEeN lakErs and ChELsEA waS INtEnse wIth FaNS shouTINg LOL 😂🔥,sports
ComEdy ShOw on tV Felt ScRiPTed af buT CRoWD stilL LAUGhINg 😂,entertainment
CRiCkET CoMMENtary fELT BiAseD Smh BuT STiLl whAttA Game by rOnaLDO🔥,sports
PpL say GOvT SPENdINg tOO MucH ON spORtS INStead oF sPoRTS N heALTHcare smH,politics
nETflix SHOw AboUT JOBs TReNdiNg Rn LOl pPL BIngE wAtCHin alL NIGhT 🤔,entertainment
NEw MoViE sTarrINg tom CRuISe gOt miXed rEVieWS BuT bOx oFFIcE sTilL HUGE,entertainment
fanS arE dEbatiNG iF inDia DEsERvED the 🏆 tItle this sEASOn or NAH??,sports
NEw movIe sTaRRING SrK GOT mixeD revIEws BUT BoX OfFIce StILL hUGe🙄,entertainment
mADe currY wITh tOfu ANd IT turnEd OUt FiReeE 🔥🔥🔥🙄???,food
fANS Are DEBatinG if MAnu dESeRvED tHe 🏆 TItlE this seAson Or Nah??!!!,sports
leBrOn sCoREd A LaST MiNuTe goAl!!! pPL went CraZy IN the sTadIUM,sports
coDiNg Life iS TouGh smH idK WHY tHIS LaPtoP sTIlL CraSHEs...,tech
ThE fOotbalL MaTch betWeEN LakerS aND austraLIA wAs IntENSe wIth FANs ShouTiNg loL 😂🔥???,sports
FANS ARe debATINg if REal mADriD DESERved The 🏆 TitLE ThiS SEAson OR nAH??🔥,sports
LatEST sMArtphONE BY samSUNg DropPeD todAy 🔥 WItH ai fEAtUrES BUT BATteRy SUckS LoL???,tech
MESsi sCorEd A lAST minUtE gOal!!! PpL wenT CRAZy In tHE STAdiUm,sports
DEbATiNg IF bURgeR🍔 OR birYANi iS ThE tRuE kiNG OF food Fight ME 😂,food
CriCkEt CoMmEnTaRy FelT BIaSed SmH But sTILL WhAtTa gaMe by curry🔥,sports
CricKEt COMMeNtAry felT bIasEd SMH BUt STiLL whAtTA gAME By cUrRy,sports
ResTAUrAnT nEar lONDOn sERVES PIZZaAA 🍕 THAt tAstEs bETter thaN DomiNoS LOL,food
AwaRD cEREmOny Was BORiNg SMH onLY HiGhliGht WaS KaNYe oUTfIT😎,entertainment
awArD cErEmony was boriNG sMH ONLY hIghliGhT was TayLOr SWIFT OuTFIt!!!,entertainment
DebATiNg If bURgeR🍔 Or BiryANI iS The trUE kING of fOOD fIGHt ME 😂 😂,food
ReStauRaNt neaR mUmbAi sERveS PIZZAAA 🍕 thAT TASTes BETTer thaN dOmINoS lol💯,food
nEw movie stARRinG DeEPiKa Got MIxeD reVieWS BUT BOX offiCe STiLl Huge💯,entertainment
nEW MoVIE stArriNg Srk gOt MIXED ReviewS bUT bOx OfFice sTilL huGE~~~,entertainment
RoNALdo sCoReD a LasT miNuTe gOAl!!! ppl weNt CrAZy In thE StADIUm,sports
SOFTWaRE UpDAtE HAD BUGZzz AGain 😂 uSERS ON tWItTER MaD,tech
ppL sAY GOVt speNDINg tOo MUcH on HEAlTHCArE inSTeaD of sPORTS N heALtHcARE SmH,politics
dEBAte IN paRLiaMEnT wAS NOIsy af lOl WitH bIDen sHOuTiNG aGAIn,politics
CRiCKet CoMMenTaRY FElt BiaSEd sMh bUT StilL whaTTA game BY mEssI,sports
crickET cOMMeNtarY Felt BIASEd SMh BuT StILl whAtta GAMe By LEBRon,sports
DebATInG If BuRgER🍔 Or birYAnI IS The true KiNg of fOOd FIghT Me 😂!!!,food
mAde cURrY WiTH mUShROOms And IT TUrNEd OUt fiREee 🔥🔥🔥,food
coDInG LIfE IS tOUgH smh Idk WHy THIs LapTOp sTILl CRASHES...,tech
NetFLiX sHOW aBoUT educaTION TrENdINg rn Lol pPL bINGE WatChiN All Night???,entertainment
mAde curRY wITH pAnEer And it tuRNED OuT FIREeE 🔥🔥🔥🔥,food
thE FooTbALl MAtCh BETwEeN ausTrALIA And reAl MaDrid waS INTEnSe WiTH fanS ShoutINg lol 😂🔥💯,sports
NETflix sHOw AboUt spORts trENDInG Rn loL PPL bInGE wAtCHIN all NigHt,entertainment
DhOni sCored a lAst MinUte GoAL!!! pPL WeNT cRAzy iN The StadIUm,sports
AWarD ceRemOnY WAS bORING smh only HigHLIGHT WAs taYLor SwiFt oUTFIt,entertainment
lAtest sMARtphONE By googlE DrOpPeD ToDaY 🔥 wITH ai FEaTuRES BUt BatTery SuckS lOL....,tech
MeSSi scOReD A LaST minUte goal!!! pPL went CRAzY IN The stadium,sports
RESTAUrant NEAr DeLHI serveS piZzaAa 🍕 ThAT tasTEs BETtEr tHAn doMinos lOl,food
neW moVie STarriNg Tom crUise Got mIxED ReVieWs bUt BoX oFFiCE STILL HUGe,entertainment
THE pRIMe MINIsTeR AnnouNCEd NeW pOLicY abouT eDuCAtiON BuT PPl arGUe IT'S jUsT FakE PrOmiseS 🤔,politics
apPlE LaUNCHEs new ai MODeL bUT pPL cOMPLaIN ABoUT dATA privACy iSSueS 🤔,tech
DeBatE IN PArlIaMeNT was NOiSY af LOL wITh MOdI ShouTiNg aGAIN???,politics
NeW MoViE StaRRinG toM cRUisE GoT MIXEd REVieWS bUt BoX ofFicE stILl HuGe,entertainment
fans arE DEbaTiNg If inDIA DEservEd ThE 🏆 tItLe thIS SeasON OR NAH??,sports
TRied thE new idLI SambAR yEsTErDay OmG It Was Sooo Good 💯 bUt a bit tOO SpICy,food
coMeDy sHOW oN TV feLt ScrIPtED Af buT CRoWD stILl LaughINg 😂😎,entertainment
reStAuRaNT nEaR Nyc seRVES PizzaAa 🍕 tHat taSTes bEttEr tHAN doMInOS Lol,food
AWaRd cEreMOnY Was BORINg smh OnLY highlIgHT WAS BtS OuTfit 🤔,entertainment
SofTWare UpdAte hAd bugZZz AgaIn 😂 USeRs On twiTTEr mAd,tech
nETFlIX SHow ABouT sporTS tRENdING rN LoL Ppl bInge WatChIn alL nIGht,entertainment
ResTauRAnT near LONDoN SeRvES pizZAaa 🍕 THat TAsTeS BeTtEr Than doMiNos LoL....,food
CoDiNg lifE iS toUgh SMh idk wHy ThiS laPToP STILL CRaSHES...,tech
MeSsI ScOREd a LAST mInUte GoAl!!! PPl WenT cRAZY in THE sTADiUm,sports
made cuRRy wiTh chIcKen And it TurNED oUT firEeE 🔥🔥🔥 😂,food
NeW mOVie STaRRIng Emma wAtSoN got MIXEd REvIEwS But BoX oFfiCE stiLl HUge....,entertainment
fAns aRE dEBaTING If Real madriD dEserved THE 🏆 titlE thIs sEAsON oR Nah??🙄,sports
debATIng if buRGer🍔 Or BIryANI Is THE TRue kiNg of fOoD FigHt mE 😂!!!,food
cRiCkeT commeNTary Felt biASEd smH but STILl WhAtTa GAme by dHONi,sports
DebAtIng If BURGEr🍔 Or BiRyaNi iS ThE truE kInG oF FoOd FIghT me 😂 😂,food
resTaURAnT neAr lONdON SErVes PizZaaA 🍕 THAT tAstES BeTtER THaN dOMINOS LOL🙄,food
soFTWAre upDATe hAD BuGZZz AGaiN 😂 UserS On twiTTER Mad😎,tech
mAde cUrrY WITH cHicken ANd IT TuRNed oUT FIReeE 🔥🔥🔥😎,food
DebatING iF bUrgER🍔 OR BIryaNi is tHe tRUe kING of FOoD fIgHt mE 😂!!!,food
aWArd cerEmONy wAs boring smH onLy HIGHLIghT was rIHAnna ouTFit,entertainment
NeTflIX sHOW aBOuT JoBs TrENdInG RN loL PPl BinGe WatChIn all NIght!!!,entertainment
REstAURANT near LoNDoN serVEs PIZzaaA 🍕 tHAt tAsTes bETTEr thAn DoMiNOS LOL🔥,food
CodING Life is tougH sMh IdK WHY thIs lAPtOp sTIlL CraSHES...,tech
The FoOtbaLl MaTCH BEtweeN IndIA aNd MaNU was INteNSe WiTh FaNS ShOUtiNg lOl 😂🔥,sports
aWarD CeREmoNy Was BOriNg sMh onLy hiGhlIgHT WaS BTS OutFiT,entertainment
SOFTWare UpDATE HAD buGzZz agAiN 😂 Users ON tWItTeR MaD🙄,tech
tRieD THe nEw BirYAni yesteRDaY oMg iT Was soOo gOOd 💯 BUt A Bit tOO sPIcY💯,food
CODiNG lIFe iS toUgh SMH iDK WHy This lAptOP sTIll CrASHes... 😂,tech
deBatE IN PaRlIamENt wAS nOisy AF LoL wITh tRumP shOuTinG aGAin,politics
SofTWARE uPdaTE Had BuGzZz AGaIN 😂 Users ON TwiTTER mad😎,tech
neW MovIE StarRInG EmMa WatSOn gOt mIXeD reviEWS BUT BoX ofFice StIll hUGe😎,entertainment
dEBaTIng If BUrGER🍔 Or biRyani iS The TRue KINg of FoOd Fight mE 😂,food
FaNs ArE dEBATING if ReaL maDRid DesERVeD the 🏆 tItlE ThiS SeAson Or nAh??,sports
NeW moviE sTarrInG deePIka Got mIxed ReViews BUt Box OfFIcE StiLL hUge,entertainment
mICROSOft LAuNcHeS new Ai MODeL buT pPL cOMPLaIN AbOuT dATa PRIvaCy ISsUEs 🤔,tech
ThE PriME MIniStEr aNNOUnced New pOLIcY ABouT SpORtS But PPl ARgue It'S jusT faKe ProMiseS 🤔💯,politics
fans Are DEBaTinG If laKeRS DESERVed THe 🏆 TiTlE THIS SeASoN or nAH??,sports
dEBatE in pARLIAmENt wAS noiSY AF LOL WItH bIdeN shoUtInG agAiN,politics
DEbaTe In PARliAmENt WaS noISy aF loL wiTh trUmP sHoUtINg aGAin,politics
ComEDY ShOW On tv FElT SCRIPtEd Af but cROWD still LaugHing 😂 😂~~~,entertainment
SoFtwArE UpDATE Had BugZZZ AgAIn 😂 USERS On twItTER MaD,tech
kohLI scOrEd a LAsT miNUtE gOaL!!! Ppl WEnT CrAZY in tHE staDiuM???,sports
CRickeT COMMenTarY FELt BIASED sMh BUt sTill WhaTTa GAME BY lebrOn😎....,sports
PPl SaY goVT sPEnding tOo mUCH oN HeAltHcarE InsTeAd oF sPoRTs N HeaLtHCaRe sMH,politics
THe FootbAlL maTCH bETWeen REal maDRiD ANd LakeRs waS iNtENsE wiTH FaNs ShOUTING LoL 😂🔥,sports
Ppl say gOVT SPENDiNG Too MUCh on HeaLtHcArE InsteaD OF SporTs n heALtHCARe SmH,politics
OPEnaI launcHES NeW AI mODEl bUt PpL CoMPlAiN ABouT DaTa PRIvaCy iSsUEs 🤔,tech
eLectIoNS resultS shOwED dEMoCraTS wInnIng but MAnY pPl SaId CORRuPtiON!!🙄,politics
pPl say govT SpenDIng tOO MUcH on SPORts INSTEAD oF SPOrTs N healtHCAre sMh,politics
NEtflix shoW ABouT aI trendINg rn lol Ppl BINge waTcHiN ALl NiGHt 🤔,entertainment
AWArD CEREMONy WAs BorING SMH onLY HIgHLiGhT waS Bts oUTfiT,entertainment
CriCkeT coMMeNTAry FElt biASed sMH BUT STIlL wHAttA GAME BY MeSSI🙄,sports
lATeST SMARtpHonE By SamSuNg droppEd TOday 🔥 With ai feAturES BuT BaTtErY sUcKs loL,tech
nETFLIX sHOW AbouT joBS TrEnDING rN LOL ppL BingE WatcHIn aLl niGhT,entertainment
eLEcTionS RESulTs sHowEd conGrESs wiNniNG bUT MANy PPL SAId CorRuption!!,politics
TRIEd The new TacOs yESTErDAy oMg it wAs SOOo gooD 💯 bUt a bit toO sPiCY🔥,food
ElectiOns REsults ShOwed BjP wiNnINg BUt MaNY ppL Said CorRuPTiOn!!....,politics
debAtiNg iF BUrGeR🍔 or BiRYANi iS the tRUE king of FOod fiGHT me 😂!!!,food
criCKET CoMmenTarY FelT biASED SmH but sTiLL whaTTa gaMe bY rOnaLdo,sports
aWARD CeReMoNy was BoRiNg SMH OnLy hiGHLiGht Was RIHannA OutfIt,entertainment
ThE prImE minister anNouncEd nEw pOLicy AbOUt sports buT pPL ARGue IT'S jUST fAke promisEs 🤔,politics
ppL SaY gOVT speNDing TOo muCh On EdUCatioN inSTead oF sPoRTs n hEalThCARe SmH🙄,politics
tHE priMe MInIsTer ANnOuNcED nEW POLiCY ABOUT Ai But pPl argUE IT's JUst fAkE prOmISES 🤔,politics
rEsTaUrAnt NEAR nyC SErves pIZzaAa 🍕 tHAT taSTes bEtTER ThaN dOMinos lol???,food
CriCket cOmmeNTarY FelT BIAsed SMH BUt stILl WhAtta gaME bY RONAlDo,sports
cOmedY sHow oN Tv felt scrIpted aF bUT crowd sTIlL LAuGhInG 😂,entertainment
THE FootbAlL mAtch betWEen REAl MaDrID ANd real MAdrid Was iNteNsE witH FANs sHouTING lol 😂🔥,sports
DebATiNg If bUrgeR🍔 or BirYanI iS THE tRue KINg oF fOod fIGht Me 😂,food
eleCtions ReSULtS SHoWeD bjP WINNing But mAnY ppL sAid cOrrUPTiOn!!....,politics
sAMsunG LAUncHeS nEw ai MODEL But ppl COmpLaiN AboUT DAta pRIVaCY iSsues 🤔,tech
aWARd ceReMonY WAs bOrINg smh oNly HIGHLiGHt WAs BTS OutfIt 😂....,entertainment
lAteST sMARTphoNe BY OpEnAi drOppEd todAy 🔥 With Ai feaTUrEs But bAtTerY SUCKs LOl,tech
cOMEDY ShOW oN tv fElt SCRiptEd AF BUT CROwd StIlL LaUghiNg 😂,entertainment
RoNaldo scoREd a LaSt MinUTe gOaL!!! pPL weNt cRazy iN The staDiUM!!!,sports
laTESt SMARtpHONE By GoogLE DRoPpED TOday 🔥 WITh AI feATUres bUt BatTEry sUcks LOl,tech
TRIEd tHE NeW tAcos YesTErDay Omg It wAs SOOo goOd 💯 but A bit Too SPicY,food
PPl sAy gOvT sPEnDING toO muCh on HealTHCarE inStEaD of sPORTS N HeaLtHCaRe smh💯,politics
DeBAte iN PARLiAMENT was NOisY Af LOl WITh sUNAK shoUtInG aGAIN💯,politics
nEw mOvIE STARRinG EmMA WATSoN goT mIxEd REvieWs BuT bOx oFFICe sTill huGe,entertainment
tRIed tHe New IDLi saMBaR yeSTeRdaY omG it WaS sOOo goOD 💯 bUt a bIt tOO spicY🔥,food
dEBAtE In PArLiAment was nOIsY Af LOL witH sUNAK shoUTING Again~~~,politics
debatiNg If buRGEr🍔 or BIrYaNi IS thE tRUe KIng Of FoOd FIgHT mE 😂,food
ComeDY SHow ON TV FELT scRiPTEd aF but CRoWD StiLL laUghING 😂,entertainment
softwaRe UpdATE had bUgZzz agAin 😂 uSErs oN TWitTER MaD 😂,tech
nEW MOvIe stArrINg SRK GOT MiXED REvIews BUt bOX oFfiCE sTILl hUgE,entertainment
SOftwArE UpDAte haD BuGZzZ AGaIn 😂 Users On twITter MaD,tech
NEW moviE staRrInG dEePIkA got mIXeD REvIEws bUt BOx oFFicE STiLL hUgE💯,entertainment
madE cUrRy wItH ChIcKEN ANd It tUrNEd oUt fIREeE 🔥🔥🔥,food
lebroN SCored A lAsT MInute goal!!! ppL WEnT craZY in THE sTaDium,sports
CoDINg LiFe is Tough SMh Idk wHy tHIS laPtOp StiLl CRashes...,tech
mADE CurRy WITh PANEEr AnD it TURned Out FirEeE 🔥🔥🔥,food
ComeDY Show ON TV FElt sCriPTed Af bUT CROwD STilL LauGhiNG 😂,entertainment
COMEDY Show On tv FELT sCrIptED Af BUt CROwD sTILl lAUgHing 😂,entertainment
debAte in PaRlIameNT was noiSy aF Lol WItH bIdEN shOUtinG Again💯,politics
ThE fOotBall maTCh bEtweEn AUStralIa aND iNDiA Was iNTeNse wITh fanS SHouTInG LOl 😂🔥~~~,sports
pPL SAY GOVt sPEndInG tOo MucH oN SPOrts InsteAD OF spoRTS N HeALThcArE smH💯,politics
dEbatInG If burgER🍔 OR BiryANI is The tRue KInG OF FoOD fIghT ME 😂,food
new Movie starrInG DEEpiKa goT miXed ReviEws but BoX OFFICE sTiLl HUgE,entertainment
fanS aRE DebATiNG If REaL MaDRID dESErVED the 🏆 TitLe ThIs SeAsoN Or nAh?? 🤔,sports
ronaldo Scored A laST mInutE goal!!! PPL Went CraZy In thE STAdIuM,sports
DEbating IF BurGEr🍔 oR BIRyAni is tHE tRue KiNg oF FOoD FIght ME 😂???,food
cOmedy ShOW on tv Felt sCRIpTeD Af BuT CroWd stIlL laUgHInG 😂,entertainment
maDE cuRry wiTH chICkEn aNd It turned out FireEE 🔥🔥🔥😎!!!,food
elecTioNs RESuLtS ShOwEd REPUbLICans wiNNinG But MAnY Ppl sAid CorRuPtIOn!!~~~,politics
codiNg liFe iS tOuGH SMh IdK WHy ThIs laPTOp stILL CRaShes...🔥,tech
dEBAte iN PARLIAmENT WAS nOIsY aF LOL WiTH SUnak sHOutiNG AgAiN😎,politics
PpL sAy govT spENding toO MUcH ON HEALtHCArE instEad oF SporTs N healtHcaRe SMH😎!!!,politics
REsTaURant nEAr MUmbaI SeRveS pIZzAAA 🍕 THAt tasTes BEtTEr Than DoMINOs loL🙄,food
SOftWArE UpDatE had bUgzZZ aGaIn 😂 Users On tWItTer MAD,tech
cRicKeT CommENtAry felt bIASeD SMH BuT StiLl WhATTA GAMe by curRy???,sports
cRICkET COmmEnTARy fELT bIAseD Smh bUT Still wHAttA GaMe BY Ronaldo!!!,sports
FaNS aRE DEbaTIng iF lakERS dESeRVeD thE 🏆 tiTlE ThiS seASON OR NAH??!!!,sports
DEbATe in parLiaMENt WAS NOisY aF lol WItH BIDEn ShouTing AgaIn,politics
AwArd ceREmoNY WAs BoriNg SMh ONLy hIgHLIGHT wAs Bts ouTfiT,entertainment
nETfliX sHoW AbOut EdUCaTion TrEndIng rN lOL pPL BinGe WAtcHin aLl NighT???,entertainment
CUrRY ScOReD A lAsT mInUTe gOaL!!! pPl wEnT CRazy In tHe StAdIUM,sports
Latest SmARTPhOne BY AppLE DroppeD tOday 🔥 WiTH aI FEaturEs BUT BAtTeRy SuCKS lol,tech
LAtEsT SMARTPhonE bY ApPLE droPPed tODaY 🔥 wiTH AI fEaturES but BATTERY sucKS lOl,tech
netflIx sHOW aBouT eDUCATiOn trendInG rn lol pPl bINGe waTcHIN ALl nigHT???,entertainment
lEBrOn scOrED a laSt MiNuTE GoAL!!! Ppl wEnt CRaZy IN THE StAdIum🙄....,sports
THE footBALl MatcH bEtWeEn rEaL MAdrid AND CHELsEa WaS INtENse witH fAns SHoutInG lOL 😂🔥,sports
OpeNaI LauNChEs New AI ModeL BuT pPl cOMpLAIn AbOuT data PRivACY ISsUeS 🤔,tech
AwaRd cERemOnY wAs BoRInG smH oNlY HighlIght was KanYe OUtFit....,entertainment
MICrosOfT LaunCHes nEW aI moDel bUT PPl COMplaIn AboUT DatA PrIvaCy ISSUeS 🤔 😂,tech
LAtest SmArtPhonE BY MICrOsoFt DroPPed tOdAY 🔥 WitH Ai fEAtUReS BUT baTTERy sucks loL....,tech
neTflIX ShoW ABOUt joBS TreNDinG rn loL PpL binGe waTCHiN alL NIgHT,entertainment
CoDiNg LIFE IS tougH SMh idK whY This lApTop StIlL CRasheS...,tech
trIed THE nEW tAcos yeSTeRDay OMG it WaS SOOO gooD 💯 but A biT TOO SpicY,food
thE PrIME MinIster anNoUnced NEw POLICY AbOut SpOrTs bUt pPl aRgUE iT'S JuST FAKE pRomIses 🤔,politics
AWard CErEMonY WAS bORING sMH OnLy highliGhT waS KANYe OUTfIt,entertainment
trIEd The nEW bUrGEr yESteRDaY omG iT Was sOoO gOOd 💯 bUT a bIT too sPICy,food
criCkEt cOMMENtAry felt BiasED smH But stiLl WHAtta gaMe by MEsSI 😂!!!,sports
MaDe CurrY WiTH muShrOOMs AnD IT tURned ouT fIreee 🔥🔥🔥,food
SoftwArE updAtE hAd buGzZZ AGain 😂 Users On tWItteR maD,tech
PpL SAy GoVt sPENdInG TOo MUcH ON spORts inSTEaD oF sportS n hEAlthCARe Smh,politics
SamsuNG lAUNchES NEw ai mODEL bUT pPL COMPlAIn about DatA PRiVACy iSsueS 🤔💯,tech
lATEST sMArTPHoNE BY goOGlE DRoPpeD todAY 🔥 WItH Ai fEatuREs BUT batTEry SUCkS lol 🤔,tech
APPlE LAUNChES neW ai mOdeL bUt pPL CoMplaIn abOuT DaTa PRiVacy IsSuES 🤔???,tech
AWard cEREMOnY was BORING smh onLy hIgHligHT wAS Bts OUtfIt~~~,entertainment
gOogLE LaUnchES nEw AI MOdel buT PPl CoMpLaIn AbOUT DATa pRiVaCY ISSUEs 🤔~~~,tech
cOMeDY SHoW on TV FeLt sCRiPTed aF buT cRoWD STilL lauGhinG 😂🙄,entertainment
deBaTInG iF BuRgEr🍔 OR biRyanI is THE TruE kING oF FoOd fIGHT me 😂,food
LATesT smArtPHoNe bY MIcrOsOfT drOPpEd todAy 🔥 wITH Ai fEATurES BUT BAtterY SUcKS LoL💯,tech
tHe foOTBaLl MaTCH BetWEeN AUsTRAliA AND MAnU Was InteNsE witH faNs sHOUTInG LoL 😂🔥,sports
cOmEDY SHOW ON Tv Felt ScrIpTEd Af bUt CrOWd StILL lAugHIng 😂,entertainment
AwArd CEremonY WAS bORiNG sMh ONLY highLighT wAs RIHANna ouTFIT???,entertainment
ppL saY GOvt spenDINg too muCh oN sPORTS INstEAD OF sPoRTS N HEalThCArE smh,politics
NEW MoVIE sTarrinG tOm cRuIse got MIxeD reVIews but box OffiCE STIlL HUGE,entertainment
aWarD CEREMoNY waS Boring SMH OnLy HIghLigHT waS taYLOR swifT OUTfIT,entertainment
MaDE CURRy wIth pANEEr AND it TurNEd Out FiREEe 🔥🔥🔥,food
tHe PRiMe MINISter ANNOuNcEd NEw polIcY aBOuT spoRTS BUT Ppl aRgUe iT'S jUST Fake PromisEs 🤔!!!,politics
MaDe CURry wITH mUShroomS aNd IT TuRnED ouT fIREee 🔥🔥🔥,food
elECtioNS rEsUlTs SHOWeD DemOcRATs wInNInG buT maNy pPL sAId CorRuption!!,politics
PPL SaY gOVT SPenDiNg TOO MUCh On SPOrTS INStead Of spoRts N hEAlthcaRE smh~~~,politics
ReSTAurAnT near toKYo SErVes PiZZAAa 🍕 THAT TastEs bEtTER tHAN dOMINOS Lol,food
lebroN sCoRed A laST mInutE goal!!! Ppl weNt cRaZy In ThE sTAdiUm,sports
ThE FoOtBALl mATch BetWeeN auSTrAlia aNd indIA wAS INTEnsE with fANs ShOUtInG Lol 😂🔥....,sports
REstauRAnT NEAR MUmbAi SErVEs PiZZAAA 🍕 that taStes betTER THAN dOMiNOs lOL🙄,food
eLECtIoNS ReSUlTS SHowED CoNgrESS wInNInG But MANY pPL saiD corRUPTiON!!,politics
Made CUrry WIth cHiCKen And iT tuRNEd ouT fIREEe 🔥🔥🔥,food
AwARD CereMoNy was bOrING Smh OnLy HiGHLiGHt wAS bTS oUTFit~~~,entertainment
fAns aRE DebaTING if iNdIa DeservEd The 🏆 tITle tHiS sEasOn oR Nah??,sports
new moVIe staRRing SRk goT miXEd RevIEWS BUt BoX oFFiCe Still hUgE 🤔???,entertainment
SOftWArE updAte hAd bUgzzZ agaiN 😂 usERS On TWitteR maD💯,tech
Latest SMArTPHoNe BY aPplE dropPED ToDay 🔥 WIth aI FeATUreS But bATterY sUCKs loL🔥???,tech
DebatE In PARlIamENT wAS noISy Af lOL wiTH biDeN SHouTiNG AgaIN,politics
cOmeDy shOW oN tV FELt SCRiPtED aF But CrOWd sTiLl laugHINg 😂🔥,entertainment
cUrrY sCOreD a LAST MInUtE GOaL!!! Ppl WenT crAzy In THe STADIUm???,sports
tHe PrIme mInisteR AnNOunCeD nEw pOlIcY aBOUt HeaLthCare bUT ppl Argue It'S juST fAkE proMIseS 🤔,politics
PpL SAy goVT sPENDIng TOo mUCH ON EdUCAtIOn InsTead oF sPoRTS N HealtHCaRe smH,politics
awARd cErEMoNY WaS BorINg smh oNly HIGHligHT Was KANye outFIt 🤔,entertainment
KohlI SCOrED A LaSt MInUTe GOaL!!! ppl WEnT CRAZy IN THE staDiUM,sports
fans Are DebaTING If indIa DESErVEd The 🏆 TiTle tHIS SEasOn or nah??💯,sports
MAde CURry WITh CHICkEn aND it tURNED OuT FiREee 🔥🔥🔥~~~,food
coMEDY sHOW oN Tv fELt SCripTeD af bUt CrowD stILL LaughIng 😂~~~,entertainment
mADE CURRY wIth PAnEEr AND iT TURnEd OUt firEeE 🔥🔥🔥....,food
ELeCTioNs ReSuLtS SHowed CONGReSS winnInG buT MANy PPl sAID CorRUpTIon!!,politics
dEBaTiNG if burger🍔 Or bIrYani Is tHE truE King oF FoOD figHT mE 😂,food
COmEDY SHow oN Tv FELT scRIPted Af bUt CROwd sTilL LAuGHIng 😂,entertainment
thE FOOTBALL MAtch BETWEEn lAKers anD ChElseA WAs iNtENSE wiTh FANs SHOUTInG lOL 😂🔥😎,sports
aPpLe lauNCHeS neW aI ModEL buT Ppl cOMpLAIN ABOUt DAta pRIVaCy ISsUEs 🤔,tech
DEbAtINg IF BurgeR🍔 or birYAnI IS tHE tRue KinG Of food fIGht ME 😂,food
CricKET CommENtary felT BiASEd smh bUT StIlL WhATta gamE BY ROnaLdO🙄,sports
cRIckEt comMenTARY fElt BIAsED SmH BUt StiLl WhAtTa GAME By CURrY,sports
LATeSt SmartpHONE BY oPeNAI DRopPED tODaY 🔥 WItH Ai FEatuRes BuT battery sUcKs Lol 😂,tech
MaDE cuRRY WItH ChiCken ANd It TuRNeD oUT fIReee 🔥🔥🔥....,food
TrIEd tHE nEw TacOs YestErdaY oMg It wAs SOOo goOd 💯 But a Bit Too spicY🔥,food
CrICKet CommentaRY felt biasED SMH BUT stIlL whATTA gAme BY LeBroN,sports
CRiCket COmmeNtARy Felt BIASED SMh BUT sTilL whAtTa GaMe By mEsSI~~~,sports
appLe LAUnCheS new aI MoDEl But pPl COMplAiN abOut DATa PrIvacy iSSUES 🤔 🤔~~~,tech
Made cUrrY wiTh tOfU and IT TuRNEd Out FIReeE 🔥🔥🔥,food
ELEctiOnS RESuLTs sHoWEd CongReSS WInnING bUt Many ppL SaiD CoRruptIon!!!!!,politics
COmedY sHow ON TV fElt SCriPTeD aF BUt cROWD sTilL LaUgHIng 😂~~~,entertainment
curRy ScORed A laST mInUTE GoAl!!! Ppl WenT cRAzY in tHE STaDIuM....,sports
